key	linga	base	pratyaya	head_segment	lnum	page
maRqana	pu0	maRqayati maqi	lyu	maRqana pu0 maRqayati maqi — lyu . 1 alaNkArake 2 prasidDamImAM- sakaBede pu0 “ SizyapraSizyErupagIyamAnamavehi tat maRqana- miSraDAma ” . SaNkaradigvijayaH tena saha SaNkarAcAryyatA vicArakaTA tatra 	37351	4718,b
maRqapa				maRqapa puMna0 maqi — GaY maRqaM BUzAM pAti rakzati pA — ka maqi — kapan vA . 1 janaviSrAmasTAne 2 devAdigfhe ca amaraH . yaTA caRqImaRqapa vizRumaRqapa ityAdi . 3 maRqapAnakarttari tri0 SabdaratnA0 .	37352	4718,b
maRqayanta	tri0	maqi	Jac	maRqayanta tri0 maqi — Jac . 1 alaNkArake si0 kO0 . 2 yoziti strI trikA0 NIp .	37353	4718,b
maRqara	tri0	maqi	aran	maRqara tri0 maqi — aran . 1 BUzaRe tataH aNgulyA0 svArTe Wak . mARqarika tatrArTe . 2 GurGuryyAM strI hArA0 NIp .	37354	4718,b
maRqala	na0	maqi	kalac	maRqala na0 maqi — kalac . 1 cakrAkAreRa vezwane amaraH yaTA sUryyamaRqalaM BUmaRqalam . uBayatoviMSatiyojanamite [Page4719-a+ 38] 2 deSaBede 3 sUryyacandrayoH pariveze 4 dvAdaSanfpacakre 5 koWaroge c	37355	4718,b
maRqalanftya				maRqalanftya na0 maRqalAkAreRa nftyam . cakrAkAreRa pariBramaRarUpe nftye SabdamAlA .	37356	4719,b
maRqalapatrikA				maRqalapatrikA strI maRqalAkAraM pattramasyAH . raktapuna- rRavAyAm rAjani0 .	37357	4719,b
maRqalapucCaka				maRqalapucCaka pu0 kIwaBede suSrutaH kIwaSabde dfSyam .	37358	4719,b
maRqalabrAhmaRa				maRqalabrAhmaRa na0 Sata0 brA0 10 aDyAye paWite “ yadetatmaRqalaM tapatItyAdike ” brAhmaRe maRqalADyAyo'pyatra .	37359	4719,b
maRqalAgra				maRqalAgra pu0 maRqala ivAgramasya . KaqgaBede amaraH .	37360	4720,a
maRqalADipa				maRqalADipa pu0 6 ta0 . maRqaleSvare nfpaBede caturyojana- paryyanto hyaDikAro nfpasya ca . yo rAjA tacCataguRaH sa eva maRqaleSvaraH ” brahmavE0 ja0 Ka0 86 a0 . maRqalADISa maRqaleSvarAdayo'pyatra .	37361	4720,a
maRqalAkfta	tri0	maRqala + kyaN karttari	kta	maRqalAkfta tri0 maRqala + kyaN karttari — kta . vartulAkAre Sabdara0 .	37362	4720,a
maRqalin				maRqalin pu0 maRqalaM kuRqalanamastyasya ini . 1 sarpe 2 vi- qAle SabdamAlA . 3 jAhake (KawwASa) hemaca0 . 4 vawa- vfkze trikA0 5 gonasasarpe ca rAjani0 .	37363	4720,a
maRqahAraka	pu0	maRqaM harati sf	Rvul	maRqahAraka pu0 maRqaM harati sf — Rvul . SO . qake amaraH	37364	4720,a
maRqA				maRqA strI maRqaHkAraRatvenAstyasyA ac . surAyAM hArA0 maqi — ac wAp . 2 AmalakyAM medi0 .	37365	4720,a
maRqita	tri0	maqi	kta	maRqita tri0 maqi — kta . 1 BUTite 2 bOdDaBede pu0 hemaca0 .	37366	4720,a
maRqu				maRqu pu0 fziBede tasyApatyaM gargA0 yaY . mARqavya tada- patye fziBede .	37367	4720,a
maRqUka		puMstrI0 maRqayati varzAsamayam maqi	Uka	maRqUka puMstrI0 maRqayati varzAsamayam maqi — Uka . 1 meke amaraH striyAM jAtitvAt NIz . 2 SoRake 3 muniBede ca pu0 medi0 4 banDaBede viSvaH . 5 gAQatejaske tri0 Sabdara0 .	37368	4720,a
maRqUkaparRa				maRqUkaparRa pu0 maRqUka iva parRamasya . 1 SyonAke amaraH 2 SoRake medi0 . 3 maYjizWAyAM strI wAp NIp vA . 4 brAhmyAM (vAmanahAwi) 5 ozaDiBede (TulakuqI) ratnamA0 . strI NIp medi0 . 6 AdityaBaktAyAM 	37369	4720,a
maRqUkamAtf				maRqUkamAtf strI maRqukasya mAteva pozakatvAt . brAhmyAM (vAmanahAwI) rAjani0 .	37370	4720,a
maRqUkasarasa				maRqUkasarasa na0 maRqUkapracuraM saraH jAtO acsamA0 . sarovaraBede amaraH .	37371	4720,a
maRqUra	na0	maqi	Urac	maRqUra na0 maqi — Urac . lOhamale amaraH .	37372	4720,a
maRqUravajra				maRqUravajra pu0 cakradattokte vajrakaBede “ paYcakolaM samaricaM devadAru palatrikam . viqaNga- sastayuktASca BAgAstripralasammitAH . yAvantyetAni cUrRAni maRqUraM dviguRaM tataH . paktvA cAzwaguRe m	37373	4720,a
maRqUravawaka				maRqUravawaka pu0 cakradattokte maRqUrAdiGawite vawakaBede “ tryUzaRaM triPalAmustaM viqaNgacavyacitrakO . dArvI tva- gmAkziko DAturgranTikaM devadAru ca . ezAM dvipali- kAn BAgAMScUrRaM kftvA pfTak p	37374	4720,b
maRqodaka				maRqodaka na0 maRqa ivodakaM yatra . 1 AtarpaRe (AliponA) 2 citrarAge 3 citravarRe medi0 . suSrutokte surAkalpAnta- rgatakvATaBede “ vErecanikamUlAnAM kvATe mAzAn suBAvi- tAn . suDOtAMstatkazAyeRa SAl	37375	4720,b
mata	tri0	mana	kta	mata tri0 mana — kta . 1 sammate 2 aBiprete 3 jYAte 4 arcite ca . BAve kta . 5 sammatO 6 aBiprAye 7 jYAne 8 arcAyAYca na0 . 9 samIkfte tri0 matyaSabde dfSyam . tataH fSyA0 catu- rarTyAM ka . mataka ta	37376	4720,b
mataNga	pu0	mAdyati anena mada	aNgac dasya taH	mataNga pu0 mAdyati anena mada — aNgac dasya taH . 1 meGe uRA0 dikozaH . 2 muniBede BA0 sa0 8 a0 . 3 dAnavaBede harivaM0 242 a0 . 4 rAjarziBede A0 71 a0 . brAhmaRyAM nApitena jAte 5 caRqAmaBede ca tat	37377	4720,b
mataNgaja		puMstrI0 mataNgaH meGa iva jAyate jana	qa	mataNgaja puMstrI0 mataNgaH meGa iva jAyate jana — qa . 1 gaje amaraH tasya meGAkftitvAt taTAtvam . striyAM NIz . grIzme gajAnAmUzmaRA kuzWAdirogo Bavati yaToktaM kAmanda0 “ fte tvamBo grIzmakftAt pra	37378	4720,b
mataNgavApI				mataNgavApI strI tIrTaBede BA0 anu0 30 a0 .	37379	4721,a
matamna				matamna pu0 pArSvasTe AmraPalAkftivukve f0 10 . 163 . 3 BA0	37380	4721,a
matallikA				matallikA strI mataM matimalati BUzayati Rvul pfzo0 . praSaste amaraH . avyutpanno'yamityeke niyataliNgo'yam si0 kO0 .	37381	4721,a
matAnujYA				matAnujYA strI nigrahasTAnaBede gO0 sU0 tallakzaRamuktaM yaTA “ smapakzadozAByupagamAt parapakzadozaprasaNgo matAmujYA ” “ yaH pareRa coditaM dozaM svapakze'ByupagamyAnudDftya vadati Bavatpakze samAno	37382	4721,a
mati	strI	mana	BAve ktin	mati strI mana — BAve ktin . 1 jYAne amaraH . 2 icCAyAM 3 smftO ca . karttari ktic . 4 Aryye medi0 5 SAkaBede ajayapAlaH . 6 meDAvini niGaRwuH . 7 matikarOzaDaM garu0 198 a0 uktaM yaTA “ pAWA dve jIra	37383	4721,a
matidA	strI	matiM dyati do	ka	matidA strI matiM dyati do — ka . 1 jyotizmatIlatAyAm (SimuqI) rAjani0 . dA — ka . 2 budDidAtari tri0 .	37384	4721,a
matinIra				matinIra pu0 nfpaBede BA0 A0 94 a0 .	37385	4721,a
matiBrama				matiBrama pu0 materBramaH ayaTArTavizayatvena BramaRam . 1 budDi- BraMSe BrAntO amaraH . Brama — BAve ktin . matiBrAnti- rapyatra strI .	37386	4721,a
mativiBrama				mativiBrama pu0 materbiBramo'tra . unmAdaroge rAjani0 . matiBraMSAdayo'pyatra .	37387	4721,a
matuKa				matuKa tri0 1 matagATake f0 9 . 71 . 5 . 2 meDAvini niGa0 .	37388	4721,a
matka	pu0	mada	kvip svArTe ka	matka pu0 mada — kvip svArTe ka . 1 matkuRe (CArapokA) mamedam kan madAdeSaH . 2 matsambanDini “ nEtanmataM matkamiti bruvARaH ” BawwiH .	37389	4721,a
matkuRa				matkuRa pu0 mada — kvip kuRati kuRa — ac karma0 . 1 kIwaBede (CArapokA) rAjani0 . 2 nirdantagaje 3 SmaSruSUnyapuruze 4 nArikele medi0 5 jaNGAtrARe hema0 . 6 ajAtaloma- BagAyAM striyAM strI Sabdara0 .	37390	4721,a
matkuRAri				matkuRAri pu0 6 ta0 . (sidDi) BaNgAyAM SabdamAlA . tat- samparkeRa hi tasya nASaH .	37391	4721,a
matkuRikA				matkuRikA strI kumArAnucaramAtfBede BA0 Sa0 17 a0 .	37392	4721,a
matta	pu0	mada	kta	matta pu0 mada — kta . 1 durmade gaje amaraH . 2 kzIve 3 madayukte 4 hfzwe ca tri0 . 5 DustUre 6 kokile 7 mahize pu0 rAjani0 mattaM mado'styasyAm ac . 8 madirAyAM strI rAjani0 . “ jYeyA mattA maBanaga	37393	4721,b
mattakASinI				mattakASi(si)nI strI matteva kzIveva kASate kasati gacCati vA Rini pfzo0 hrasvaH . uttamayoziti amaraH .	37394	4721,b
mattakAsinI				mattakASi(si)nI strI matteva kzIveva kASate kasati gacCati vA Rini pfzo0 hrasvaH . uttamayoziti amaraH .	37394.1	4721,b
mattakISa				mattakISa pu0 mattaH kISa iva . gaje SabdamA0 striyAM jAtitvAt NIz .	37395	4721,b
mattamayUra				mattamayUra pu0 matto mayUro yasmAt . 1 meGe “ vedEranDrErmtO yasagA mattamayUram ” vf0 ra0 ukte trayodaSAkzarapAdake 2 CandoBede ca .	37396	4721,b
mattavAraRa				mattavAraRa pu0 karma0 . 1 mattahastini . mattaM vArayati vf — Ric lyu . 2 prAsAdavaraRqe na0 (vAreRqA) hemaca0 . 3 pUgacUrRe SabdamA0 .	37397	4721,b
mattAkrIqA				mattAkrIqA strI “ mattAkrIqA mO tnO nO nalgiti Bavati vasuSaradaSayatiyutA ” vf0 ra0 ukte trayoviMSatyakzarapAdake CandoBede .	37398	4721,b
mattAlamba	pu0	mattErAlambyate A + lavi	karmaRi GaY	mattAlamba pu0 mattErAlambyate A + lavi — karmaRi GaY . (vAreRqA) prAsAdavaraRqaM hemaca0 .	37399	4721,b
matteBavikrIqita				matteBavikrIqita na0 “ saBarA nmO yalagAstrayodaSayatirmatteBa- vikrIqitam ” vf0 ra0 wI0 ukte ekaviMSatyakzarapAdake 1 CandoBede . 6 ta0 . 2 mattagajakrIqAyAYca .	37400	4721,b
matya				matya na0 mate samIkaraRe sADu yat . kfzwakzetrasya samIkaraRa- sADane 1 PalakaBede (mE) “ saptAsTitena matyena matIkaroti ” tARqya0 brA0 2 . 9 . 2 . “ yaTA loke saptA- sTitena saptaBiranaqudBiH sapta	37401	4721,b
matra				matra guptaBAzaRe cu0 A0 saka0 sew idit . mantrayate amamantrata .	37402	4721,b
matsa		puMstrI0 mada	sa	matsa puMstrI0 mada — sa . matsye uRA0 .	37403	4721,b
matsagaRqa				matsagaRqa pu0 matsena gaRqo lepo'tra (mACeraTaRwa) vya- YjanaBede Sabdaca0 .	37404	4721,b
matsara	pu0	mada	saran	matsara pu0 mada — saran . 1 anyaSuBadveze parasampattyasahane 2 kroDe ca 3 tadvati 4 kfpaRe ca tri0 amaraH . 5 kIwaBede makzikAyAM strI viSvaH . matsaraSca “ nindanti mAM sadA lokA Dinastu mama jIvan	37405	4721,b
matsya	pu0	mada	syan	matsya pu0 mada — syan . (mACa) 1 mIne 2 jalacaraBede striyAM NIz yalopaH matsI . tadBedaguRAdi BAvapra0 uktaM yaTA tatra matsyezu rohitasya “ raktodaro raktamuKo rakzAkzo raktapakzatiH . kfzRapucCo J	37406	4722,a
matsyakaraRqikA				matsyakaraRqikA strI matsyAnAM karaRqikevADAraH . (KA- lui) matsyarakzaRADAre pAtraBede jawA0 .	37407	4724,a
matsyaganDA				matsyaganDA strI matsyasyeva ganDo'syAH . 1 vyAsamAtari satya- vatyAm BA0 A0 63 a0 . 2 jalapippalyAYca jawA0	37408	4724,a
matsyaGaRwa				matsyaGaRwa pu0 svanAmaKyAte vyaYjanaBede Sabdaca0 .	37409	4724,a
matsyajAla				matsyajAla na0 matsyaDAraRaM jAlam SA0 ta0 . matsyaDAra- RArTe jAlaBede helaca0 .	37410	4724,a
matsyajIvin				matsyajIvin pu0 matsyena tadDAraRavikrayAdinA jIvati jIva — Rini . nizAde “ matsyaGAto nizAdAnAm ” manunA tasya tajjIvikoktestasya taTAtvam .	37411	4724,a
matsyaRqI				matsyaRqI strI (rAva) KyAte guqavikAraBede BAvapra0 “ ikzo raso yaH saMpakvo DanaH kiYciddravAnvitaH . madavat syandate yasmAnmatsyaRqIti nigadyate ” . asyA guRAH “ matsyaRqI BedinI balyA lazvI pitAni	37412	4724,a
matsyadvIpa				matsyadvIpa pu0 matsyapraDAno dvIpaH SA0 ta0 . dvIpaBede vizRupu0	37413	4724,a
matsyaDAnI	strI	matsyA DIyante'syAM DA	ADAre lyuw NIp	matsyaDAnI strI matsyA DIyante'syAM DA — ADAre lyuw NIp . matsyarakzaRADAre (KAlui) pAtraBede amaraH .	37414	4724,a
matsyanASana				matsyanASana puMstrI0 matsyAn nASayati lyu . 1 kuraraKage hemaca0 . striyAM jAtitvAt NIz Rvul . matsyanASa- ko'pi tatrArTe uBAdvapi 2 mInaDAtake tri0 .	37415	4724,a
matsyapittA				matsyapittA strI matsyasya pittaniva raso'styasyAH ac . kawurohiRyAm (kawkI) amaraH .	37416	4724,a
matsyabanDaka	tri0	matsyAn baDnAti banDa	Rvul	matsyabanDaka tri0 matsyAn baDnAti banDa — Rvul . 1 mInaDA- rake “ nfpAyAmeva tasyEva jAto matsyavanDakaH ” uSana- sokte saNkIrRajAtiBede 2 DIvare puMstrI0 . striyAM jAtitvAt NIz . Rini . matsyabanDin	37417	4724,b
matsyamudrA				matsyamudrA pUjANge mudrABede “ dakzapARipfzWadeSe vAmapARitalaM nyaset . aNguzWO cAlayet samyak mudreyaM matsyarUpiRI . matsyamudrA ca kUrmmAKyA lelihA muRqasaMjYikAH . mahAyoniriti KyAtA sarvasidDis	37418	4724,b
matsyaraNga		puMstrI0 matsye rajati ranja	karttari saMjYAyAM GaY	matsyaraNga puMstrI0 matsye rajati ranja — karttari saMjYAyAM GaY . (mACarANgA) pakziBede hArA0 “ triBuvanavidito hA Batsyarakte kalaNkaH ” udBawaH . striyAM NIz .	37419	4724,b
matsyarAja				matsyarAja pu0 6 ta0 . 1 rohitamatsye trikA0 . 2 vi- rAwanfpe “ nagaraM matsyarAjasya ” BA0 va0 72 a0 . tasya matsyadeSADipatvAt taTAtvam .	37420	4724,b
matsyavinnA				matsyavinnA strI vida — lABe kta matsyo matsyaraso vinno yayA tulyatiktatvAt . kawukyAm vEdyakam .	37421	4724,b
matsyaveDana	na0	matsyo viDyate'nena viDa	karaRe lyuw	matsyaveDana na0 matsyo viDyate'nena viDa — karaRe lyuw . 1 vaqiSe amaraH strItvamapi jawA0 NIp . karttari lyu . 2 madgupakziRi (pAnakOqi) strI jawA0 .	37422	4724,b
matsyasantAnika				matsyasantAnika pu0 vyaYjanaBede “ dagDA'NgAre salavaRA veSabArErupaskftaH . sArdrakaH kawutElena matsyasantAniko mavet ” Sabdaca0 .	37423	4724,b
matsyAkzI				matsyAkzI strI matsyasyAkzIvAkAro'syAH zacsamA0 NIz . 1 gaRqadUrvAyAM rAjani0 2 somalatAyAm 3 hilamoci- kAyAm 4 brAhmISAke ratnamAlA .	37424	4724,b
matsyANgI				matsyANgI strI matsyaH tatpittamivANgaM tiktatvAt yasyAH NIz . hilamocikAyAm trikA0 .	37425	4724,b
matsyAdanI	strI	matsya ivAdyate AsvAdyate awa	karmaRi lyuw	matsyAdanI strI matsya ivAdyate AsvAdyate awa — karmaRi lyuw . jalapippalyAm rAjani0 .	37426	4724,b
matsyASana		puMstrI0 matsyamaSnAti aSa	lyu	matsyASana puMstrI0 matsyamaSnAti aSa — lyu . (mACarANgA) Kage trikA0 striyAM NIz	37427	4724,b
matsyAsana				matsyAsana na0 rudrayAmalokte AsanaBede “ aTa matsyA- manaM pfzWe hastoparikarANguli . pAdayugalamAnena vfdvANguzWasya yojanam ” .	37428	4724,b
matsyodarI				matsyodarI strI matsyaganDayuktamudaramasyAH . 1 vyAsamAtari matsyaganDAyAM 2 kASIsTe tIrTaBede ca kASI0 69 a0 “ durgARi tEH kftAnIha sapta svargasamAni ca . sadvArARi sayantrARi kavAwavikawAni ca . k	37429	4725,a
maTa				maTa viloqane BvA0 para0 saka0 sew . maTati padit amaTIt jvalA0 vA Ra . maTaH mATaH . fdit caNi na hrasvaH .	37430	4725,a
maTa				maTa baDe saka0 kleSe aka0 BvA0 para0 sew idit . manTati ama- nTIt manTyate .	37431	4725,a
maTana	na0	maTa	lyuw	maTana na0 maTa — lyuw . 1 baDe 2 kleSe 3 viloqane ca . “ kzIroda- maTanodBUtA ” candrastavaH . 4 gaRikArikAvfkze pu0 ratnamA0 .	37432	4725,a
maTita	na0	maTa	kta	maTita na0 maTa — kta . 1 nirjalatakre 2 pIqite 3 hate ca tri0 .	37433	4725,a
maTurA	strI	maTa	u(U)rac	maTu(TU)rA strI maTa — u(U)rac . svanAmaKyAtAyAM nagaryyAma . “ ayoDyA maTurA mAyA kASI kAYcI avantikA . purI dvAravatI cEva saptEtA mokzadAyikAH ” kASI0 Ka0 . tanmAhAtmyaM vizRupu0 6 aMSe 8 a0 . varA	37434	4725,a
maTUrA	strI	maTa	u(U)rac	maTu(TU)rA strI maTa — u(U)rac . svanAmaKyAtAyAM nagaryyAma . “ ayoDyA maTurA mAyA kASI kAYcI avantikA . purI dvAravatI cEva saptEtA mokzadAyikAH ” kASI0 Ka0 . tanmAhAtmyaM vizRupu0 6 aMSe 8 a0 . varA	37434.1	4725,a
maTureSa				maTureSa pu0 6 ta0 . SrIkfzRe Sabdara0 . maTurAnATAdayo'pyatra	37435	4725,b
mada				mada harze divA0 para0 aka0 sew SamA0 . mAdyati irit ama- dat amAdIt amadIt . Idit nizWAyAmaniw puzadirayaM tena amadadityeveti pARinIyAH . GawA0 madayati jIt matto'sti . pra + anavaDAne .	37436	4725,b
mada				mada garve dEnye ca BvA0 para0 aka0 sew . madati amAdIt — amadIt GawA0 madayati .	37437	4725,b
mada				mada tarzaRe cu0 A0 saka0 sew . mAdayate . amImadata .	37438	4725,b
mada				mada jAqye svapne made Amode stutO dIptO ca yaTAyaTaM aka0 saka0 ca BvA0 Atma0 idit . mandate amandizwa . tatra stutO “ mandamAnaH sumanmaBiH ” tARqya0 bra0 1 . 7 . 6 . “ mandamAnaH stUyamAnaH madi — 	37439	4725,b
mada				mada pu0 mada ac . 1 hastigaRqAdisnutajale dAnajale amaraH 2 garve harze 3 retasi 4 mfgamade medi0 5 mattatAyAm hemaca0 . 4 nade 5 kalyARakare vastuni ca DaraRiH .	37440	4725,b
madakawa	pu0	madena kawati kawa	ac zaRqe (zAMqa) hemaca0	madakawa pu0 madena kawati kawa — ac zaRqe (zAMqa) hemaca0 .	37441	4725,b
madakala				madakala tri0 madena kalate kala ac . 1 mattahastini mado- takawe amaraH . 2 avyaktaSabdakAriRi tri0 SabdaratnA0 . madena kalo yasya . 3 madAvyaktaBAziRi tri0 medi0 .	37442	4725,b
madaganDa				madaganDa pu0 madasya hastidAnasyeva ganDo'sya . 1 sapnacCadavfkze 2 madirAyAM strI wAp . 3 atasyAYca rAjani0 .	37443	4725,b
madaGnI	strI	madaM madirAmattatAM hanti hana	wa NIp	madaGnI strI madaM madirAmattatAM hanti hana — wa NIp . pUtikAyAm jawA0 .	37444	4725,b
madaDAra				madaDAra pu0 madapraDAnA DArA yatra . parvatamede BA0 sa0 29 a0 .	37445	4725,b
madana				madana pu0 mAdyatyanena mada karaRe lyuw . 1 kAmadeve amaraH . 2 surAyAM hemaca0 . 3 vasante kAle 4 sikTake 5 DustUre ca pu0 medi0 . (mayanA) 6 vfkzaBede ratnamAlA . 7 Bramare jawA0 mAze 8 kalAyaBede 	37446	4725,b
madanaka				madanaka pu0 madayati mada — Ric — lyuw svArTe ka . damanaka- vfkze rAjani0 .	37447	4725,b
madanakaRwaka				madanakaRwaka pu0 madananimittaH kaRwaka iva . 1 sAttvike 2 romAYce trikA0 .	37448	4725,b
madanakAkurava				madanakAkurava puMstrI0 madanena hetunA kAkuravo'sya . pArAvate striyAM jAtitvAt NIz .	37449	4725,b
madanagfha				madanagfha na0 6 ta0 . 1 strIcihnaBede suratagfhAdayo'pyatra . 2 lagnAvaDike saptamasTAne jyo0 .	37450	4725,b
madanagopAla				madanagopAla pu0 madana iva gopAlaH . SrIkfzRe .	37451	4725,b
madanacaturdaSI				madanacaturdaSI strI madanapUjArTA caturdaSI SA0 ta0 . cEtra- SuklacaturdaSyAm tatra damanavakze madanapUjAvihiteti tasyA- staTAtvam . ti0 ta0 dfSyam .	37452	4726,a
madanatrayodaSI				madanatrayodaSI strI madanapUjArTA trayodaSI . cEtraSukla- trayodaSyAm ti0 ta0 dfSyam .	37453	4726,a
madanadvAdaSI				madanadvAdaSI strI madanapUjArTA dvAdaSI . cEtraSukladvAdaSyAm matsyapu0 7 a0	37454	4726,a
madanapakzin	pu0	mAdyati mada	lyu karma0	madanapakzin pu0 mAdyati mada — lyu karma0 . KaYjanaKage Sabdaca0	37455	4726,a
madanapAWaka	pu0	madanoddIpanArTaM paWati paWa	Rvul	madanapAWaka pu0 madanoddIpanArTaM paWati paWa — Rvul . smaro- ddIpanaSabdakArake kokile rAjani0 .	37456	4726,a
madanamohana	pu0	madanamapi mohayati sOndaryyeRa muha	Ric lyu	madanamohana pu0 madanamapi mohayati sOndaryyeRa muha — Ric lyu . SrIkfzRe .	37457	4726,a
madanalalitA				madanalalitA strI “ vedANgA'NgErmadanalalitA mo Bo nama lasAH ” vf0 ra0 wIkokte zoqaSAkzarapAdake CandoBede .	37458	4726,a
madanaleKa				madanaleKa pu0 madanajYApanArTaM leKaH . svakIyAnurAgajYApa- nArTe nAyakayoH parasparaM prati prezye leKe patraBede . yaTA SakuntalAyAm “ tujJa Ra ARe hiaam ” ityAdi .	37459	4726,a
madanavIja				madanavIja na0 tantrokte (klIm) iti bIje	37460	4726,a
madanaSalAkA				madanaSalAkA strI madanoddIpikA SalAkA taTABUta SalAkeva vA . 1 smaroddIpakOzaDe 2 sArasaKage medi0 3 kokile Sabdara0 .	37461	4726,a
madanasadana				madanasadana na0 6 ta0 . 1 strIcihnaBede . jyotizokte lagnA- baDike 2 saptame sTAne ca .	37462	4726,a
madanasArikA				madanasArikA strI madanoddIpikA sArikA SA0 ta0 . (sA- lika) pakziBede jawA0 .	37463	4726,a
madanAgraka				madanAgraka pu0 BadanaM mAdakamagramasya kap . kodraye (kodo) DAnyaBede rAjani0 .	37464	4726,a
madanANkuSa				madanANkuSa pu0 madanasyANkuSa iva . 1 puruzacihne liNge trikA0 2 mETunakAle naKAGAte ca .	37465	4726,a
madanAyuDa				madanAyuDa na0 6 ta0 . strIcihne Sabdaca0 .	37466	4726,a
madanAyuza				madanAyuza pu0 madanasyAyuryatra acsamA0 . vfdDikarakzupaBede rAjani0 .	37467	4726,a
madanAlaya				madanAlaya pu0 6 ta0 . 2 strIcihne jyotizokte lagnAbaDike saptamasTAne madanaBavanAdayo'pyatra .	37468	4726,a
madanAvasTA				madanAvasTA strI madanakftAvasTA SA0 ta0 . kAminAM smarakfte unmAdAdO daSABede daSASabde dfSyam .	37469	4726,a
madanI	strI	mAdyatyanayA mada	lyuw NIp	madanI strI mAdyatyanayA mada — lyuw NIp . 1 surAyAm hArA0 2 mfganABO 3 atimuktake ca rAjani0 .	37470	4726,a
madanecCAPala	pu0	madanecCAM Palati Pala	ac 6 ta0	madanecCAPala pu0 madanecCAM Palati Pala — ac 6 ta0 . badDarasAle rAjani0 .	37471	4726,a
madanotsava				madanotsava pu0 madananimitta utsavaH . 1 holAkotsave 7 ba0 . 2 svarveSyAyAm strI Sabdara0 .	37472	4726,a
madaprayoga				madaprayoga pu0 6 ta0 . gajAnAM madodgame trikA0 .	37473	4726,b
madaBaYjinI	strI	mada BaYjati Banja	Rini	madaBaYjinI strI mada BaYjati Banja — Rini . SatamUlyAm Sabdaca0 .	37474	4726,b
madayantI				madayantI strI mada — Ric — Jac gOrA0 NIz . vanamallikA- yAm (kAWamallikA) rAjani0 . svArTe ka hrasvaH . mada- yantikA tatrEvArTe SabdaratnA0 .	37475	4726,b
madayitnu				madayitnu pu0 mada — Ric — itnuc . 1 kAmadeve 2 meGe 3 SO- Rqike ca medi0 . 4 madye na0 Sabdara0 . 5 mAdake tri0 trikA0 .	37476	4726,b
madaleKA				madaleKA strI “ mfsO gaH syAt madaleKa . ” vf0 ra0 ukte saptA- kzarapAdake 1 CandoBede 6 ta0 . 2 gajAnAM dAnavAripaNktO	37477	4726,b
madavikzipta				madavikzipta pu0 3 ta0 1 mattagaje Sabdaca0 . 2 madena kzipte tri0 .	37478	4726,b
madaSAka				madaSAka pu0 madArTaM SAkamasya . upodakyAM Sabdaca0 .	37479	4726,b
madasAra	pu0	madaM sArayati gamayati sf Ric	aR upa0 sa0	madasAra pu0 madaM sArayati gamayati sf Ric — aR upa0 sa0 . tUlavfkze rAjani0 .	37480	4726,b
madasTala				madasTala pu0 6 ta0 . 1 surApAne SabdaratnA0 . madasTAnA- dayo'pyatra . jyotizokte lagna vaDike 2 saptamasTAne ca .	37481	4726,b
madahastinI				madahastinI strI madena hastinIva . mahAkaraYjavfkze rAjani0	37482	4726,b
madahetu				madahetu pu0 6 ta0 . 1 mattatAhetO 2 DAtakyAM vEdyakam .	37483	4726,b
madAGa				madAGa pu0 fziBede tataH . upakA0 gotrapratyayasya dvandve ca advandve ca luk .	37484	4726,b
madAQya				madAQya pu0 madena madakAraRena (tAqi) rasenAdyaH . 1 tAlavfkze rAjani0 . 2 raktaJiRwyAm strI Sabdaca0 . 3 madayukte tri0 .	37485	4726,b
madAtaNka				madAtaNka pu0 6 ta0 . madanajarogaBede rAjani0 .	37486	4726,b
madAtyaya				madAtyaya pu0 6 ta0 . madanimitte rogaBede tasya nidAnAdi garu0 pu0 160 a0 uktaM dfSyam . BAvapra0 uktantu yaTA “ vizasya ye guRA dfzWAH sannipAtaprakopanAH . taeva madye dfSyante vize tu balavattarAH	37487	4726,b
madAmnAta				madAmnAta pu0 madasyAtikrame AmnAtaH . gajapfzWasTe QakkA- vAdye hArA0 .	37488	4727,b
madAmbara				madAmbara pu0 mado dAnamambaramivAsya . mattagaje trikA0 .	37489	4727,b
madAra				madAra puMstrI0 mada Aran . 1 varAhe ujjvala0 striyAM NIz . 2 DUrtte 3 mattagaje viSvaH . 4 kAmuke 5 nfpaBede uRAdiko0 .	37490	4727,b
madArmmada	pu0	madajanyamarmaM dadAti dA	ka	madArmmada pu0 madajanyamarmaM dadAti dA — ka . Palakamatsye trikA0 .	37491	4727,b
madAlasa				madAlasa tri0 madenAlasaH . 1 madenAlase 2 ganDarvarAjaviSvaketu- kanyAyAM strI .	37492	4727,b
madAlApin	pu0	madenAlapati A + lapa	Rini	madAlApin pu0 madenAlapati A + lapa — Rini . kokile SabdamAlA	37493	4727,b
madAhva				madAhva pu0 madaH mfgamada AhvA yasya . mfgamade kastUryyAM trikA0 .	37494	4727,b
madi	strI	mfdnAti kfzwakzetralozwram mfda	in pfzo0	madi strI mfdnAti kfzwakzetralozwram mfda — in pfzo0 . (mE) KyAte kfzisADane kfzakayantraBede svArTe ka . tatrATe kfziSabde 2199 pf0 madikAdAnaviDirdfSyaH . tallakzaRantu 2118 pf0 tatra Sabde dfSyam .	37495	4727,b
madin	tri0	madayatIti madi	Rini	madin tri0 madayatIti madi — Rini . tarpake yaju0 6 . 27 .	37496	4727,b
